# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-14 12:56:46.213
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
10.820632,3.0458,-1.0008,-0.1458,3.21
10.833589,0.6800,-0.8832,0.1810,1.13
10.846006,1.1897,-0.8957,-0.4634,1.56
10.855205,0.9576,-0.9435,-0.6823,1.51
10.862487,0.6096,-1.0383,-0.6268,1.36
10.869924,0.3396,-1.1605,-0.7215,1.41
10.881167,-0.1809,-1.3640,-0.9576,1.68
10.889107,-0.2805,-1.3762,-0.9665,1.70
10.905704,-0.3405,-1.1879,-1.2679,1.77
10.913827,-0.3420,-1.0020,-1.3307,1.70
10.921886,-0.1917,-0.9103,-1.2472,1.56
10.930285,-0.1817,-0.6798,-0.9174,1.16
10.945519,0.9425,-0.1456,0.0211,0.95
10.953821,0.8637,-0.2352,0.2634,0.93
10.961972,0.6723,-0.4598,0.4617,0.94
10.970188,0.4953,-0.5410,0.5384,0.91
10.985293,0.2204,-0.5677,0.4816,0.78
10.993712,0.1156,-0.5115,0.3692,0.64
11.002618,-0.1142,-0.3692,0.2274,0.45
11.010222,-0.2330,-0.2436,-0.0289,0.34
11.025892,-0.3444,-0.1563,-0.4122,0.56
11.034378,-0.2295,-0.1885,-0.2514,0.39
11.043585,0.0421,-0.0568,-0.0431,0.08
11.051595,0.3559,0.0627,0.1544,0.39
11.060567,0.5587,0.0538,0.3382,0.66
11.069431,0.5356,-0.0594,0.3965,0.67
11.086058,0.2362,-0.3034,0.1400,0.41
11.090369,0.0553,-0.3202,-0.0474,0.33
11.106332,-0.0025,-0.2667,-0.2811,0.39
11.114548,0.0254,-0.1430,-0.4047,0.43
11.125553,-0.0641,-0.0853,-0.5134,0.52
11.130597,-0.1623,-0.0686,-0.5573,0.58
11.139317,-0.2560,-0.1287,-0.5961,0.66
11.153900,-0.2919,-0.2019,-0.6859,0.77
11.162267,-0.4106,-0.2922,-0.6216,0.80
11.170467,-0.4689,-0.3735,-0.6478,0.88
11.179057,-0.4486,-0.4361,-0.7333,0.96
11.193664,-0.3957,-0.4581,-0.8438,1.04
11.201661,-0.3244,-0.3621,-0.8189,0.95
11.210484,-0.1270,-0.1840,-0.7680,0.80
11.226716,-0.0254,-0.0139,-0.6110,0.61
11.234464,-0.0468,0.0392,-0.6423,0.65
11.242522,-0.1351,0.0729,-0.6086,0.63
11.250210,-0.0897,0.1601,-0.6327,0.66
11.266517,0.0367,0.2275,-0.4770,0.53
11.275499,0.0595,0.2184,-0.4409,0.50
11.285720,0.0139,0.1548,-0.3612,0.39
11.292721,0.0309,0.1117,-0.2967,0.32
11.305872,0.1290,0.0183,-0.0976,0.16
11.314759,0.1838,-0.0177,0.0810,0.20
11.322695,0.1570,-0.0966,0.1839,0.26
11.330708,0.1110,-0.2352,0.2189,0.34
11.344008,0.1550,-0.2787,0.2302,0.39
11.354586,0.1423,-0.2329,0.2101,0.34
11.363021,0.1951,-0.1534,-0.0404,0.25
11.370705,0.2074,-0.1001,-0.2186,0.32
11.386524,0.0132,-0.0267,-0.4696,0.47
11.395336,-0.0397,0.0242,-0.6047,0.61
11.402994,0.0005,0.1305,-0.6106,0.62
11.411033,-0.0500,0.1240,-0.5044,0.52
11.420110,-0.0628,0.0493,-0.4196,0.43
11.436432,-0.0477,-0.0751,-0.2193,0.24
11.445450,-0.0769,-0.1334,-0.1354,0.21
11.454117,-0.0154,-0.1634,-0.0941,0.19
11.460431,-0.0002,-0.1645,-0.0910,0.19
11.470090,-0.0204,-0.1532,-0.0832,0.18
11.482849,-0.0848,-0.0888,-0.1468,0.19
11.493897,-0.1706,-0.0191,-0.1820,0.25
11.501429,-0.2911,0.0538,-0.2344,0.38
11.514719,-0.3934,0.0432,-0.4091,0.57
11.529981,-0.4492,0.0162,-0.4421,0.63
11.537379,-0.5329,-0.0253,-0.3804,0.66
11.544086,-0.4590,-0.1055,-0.2825,0.55
11.555555,-0.1820,-0.0736,0.0021,0.20
11.562886,-0.0239,0.0151,0.0329,0.04
11.571068,0.1215,0.1405,-0.0062,0.19
11.587184,0.2122,-0.0964,-1.5468,1.56
11.595271,0.7352,-0.6660,-0.8527,1.31
11.603108,-0.0560,0.4292,0.5225,0.68
11.611360,0.4916,0.7437,0.2358,0.92
11.619787,0.7305,0.6900,-0.3587,1.07
11.635563,0.0205,0.7445,-0.5189,0.91
11.644237,-0.0627,0.5220,-0.4245,0.68
11.654606,-0.1323,0.3959,-0.3268,0.53
